"ccpageid";"name";"party";"category";"country"
"12364843";"Natasha Asghar";"Welsh Conservative Party";"Political";"Wales"
"12365284";"Forschungsinstitut für biologischen Landbau";"";"Societal";"Schweiz"
"12364981";"Golwg360";"";"Media";"Wales"
"12365427";"Beat Flach";"Grünliberale Partei";"Political";"Schweiz"
"12365264";"GCSP - Geneva Centre for Security Policy";"";"Societal";"Schweiz"
"12365190";"Klima-Allianz Schweiz";"";"Societal";"Schweiz"
"12365475";"Schweizer Parlament";"";"Political";"Schweiz"
"12365518";"Andri Silberschmidt";"FDP Die Liberalen";"Political";"Schweiz"
"12364970";"MyWelshpool";"";"Media";"Wales"
"12365086";"Stiftung TierRettungsDienst";"";"Societal";"Schweiz"
"12364740";"British Limbless Ex-Service Men's Association (BLESMA) Cymru";"";"Societal";"Wales"
"12364749";"Cadw";"";"Societal";"Wales"
"12364885";"St. David's Cathedral";"";"Societal";"Wales"
"12365577";"Grünliberale Partei";"";"Political";"Schweiz"
"12365291";"Schweizerischer Studentenverein";"";"Societal";"Schweiz"
"12365275";"Swiss Table Tennis";"";"Societal";"Schweiz"
"12364901";"The Royal Welsh College of Music & Drama";"";"Societal";"Wales"
"12365379";"Migros-Magazin";"";"Media";"Schweiz"
"12365027";"John Griffiths";"Welsh Labour";"Political";"Wales"
"12365011";"Dawn Bowden";"Welsh Labour; Welsh Labour";"Political";"Wales"
"12365302";"Schweizerische Gesellschaft für Gesundheitspolitik";"";"Societal";"Schweiz"
"12365286";"Universität Zürich";"";"Societal";"Schweiz"
"12365589";"Die Mitte Frauen Schweiz";"Die Mitte";"Political";"Schweiz"
"12364741";"Business Wales";"";"Societal";"Wales"
"12365544";"Isabelle Chassot";"Die Mitte";"Political";"Schweiz"
"12365005";"Senedd Cymru";"";"Political";"Wales"
"12364999";"Jenny Rathbone";"Welsh Labour";"Political";"Wales"
"12365517";"Jon Pult";"Sozialdemokratische Partei";"Political";"Schweiz"
"12365524";"Gabriela Suter";"Sozialdemokratische Partei";"Political";"Schweiz"
"12365224";"Schweizerischer Friedensrat";"";"Societal";"Schweiz"
"12365590";"Lilian Studer";"Evangelische Volkspartei (EVP)";"Political";"Schweiz"
"12365497";"Jürg Grossen";"Grünliberale Partei; Grünliberale Partei";"Political";"Schweiz"
"12365122";"Interpharma";"";"Societal";"Schweiz"
"12365374";"PME Magazine";"";"Media";"Schweiz"
"12364985";"Y Cymro";"";"Media";"Wales"
"12364738";"British American Security Information Council (BASIC)";"";"Societal";"Wales"
"12365447";"solidaritéS";"";"Political";"Schweiz"
"12365325";"Schweizer Monat";"";"Media";"Schweiz"
"12365131";"Avenir Suisse";"";"Societal";"Schweiz"
"12364762";"Church in Wales";"";"Societal";"Wales"
"12365292";"Universität Luzern";"";"Societal";"Schweiz"
"12365272";"Swiss Basketball";"";"Societal";"Schweiz"
"12365416";"Damien Cottier";"FDP Die Liberalen";"Political";"Schweiz"
"12365551";"Florence Brenzikofer";"Grüne";"Political";"Schweiz"
"12365540";"Marianna Binder-Keller";"Die Mitte";"Political";"Schweiz"
"12365574";"Sarah Wyss";"Sozialdemokratische Partei";"Political";"Schweiz"
"12365294";"Lungenliga Schweiz";"";"Societal";"Schweiz"
"12364997";"Laura Anne Jones";"Welsh Conservative Party";"Political";"Wales"
"12365449";"Piratenpartei Sschweiz";"";"Political";"Schweiz"
"12364935";"Wales TUC";"";"Societal";"Wales"
"12365585";"Junge Grünliberale Schweiz";"Grünliberale Partei";"Political";"Schweiz"
"12365399";"Felix Wettstein";"Grüne";"Political";"Schweiz"
"12365437";"Maja Riniker";"FDP Die Liberalen";"Political";"Schweiz"
"12364761";"Christian Aid Wales";"";"Societal";"Wales"
"12365154";"Schweizerische Akademie der Geistes- und Sozialwissenschaften";"";"Societal";"Schweiz"
"12365426";"Benjamin Fischer";"Schweizerische Volkspartei";"Political";"Schweiz"
"12365414";"Martin Candinas";"Die Mitte";"Political";"Schweiz"
"12365547";"Maya Bally";"Die Mitte";"Political";"Schweiz"
"12365461";"Baptiste Hurni";"Sozialdemokratische Partei";"Political";"Schweiz"
"12364841";"NAHT";"";"Societal";"Wales"
"12365530";"Patricia von Falkenstein";"FDP Die Liberalen";"Political";"Schweiz"
"12365037";"Samuel Kurtz";"Welsh Conservative Party";"Political";"Wales"
"12365410";"Martin Bäumle";"Grünliberale Partei";"Political";"Schweiz"
"12365394";"Philippe Nantermod";"FDP Die Liberalen";"Political";"Schweiz"
"12365208";"Enfants du Monde";"";"Societal";"Schweiz"
"12365172";"Corine Mauch";"";"Societal";"Schweiz"
"12365013";"Cefin Campbell";"Plaid Cymru";"Political";"Wales"
"12365297";"Aids-Hilfe Schweiz";"";"Societal";"Schweiz"
"12365219";"Transgender Network Switzerland";"";"Societal";"Schweiz"
"12365144";"Pro Helvetia";"";"Societal";"Schweiz"
"12364808";"Girlguiding Cymru";"";"Societal";"Wales"
"12365045";"David Rees";"Welsh Labour; Welsh Labour";"Political";"Wales"
"12365206";"Swisscontact";"";"Societal";"Schweiz"
"12365200";"Kinderdorf Pestalozzi";"";"Societal";"Schweiz"
"12364799";"EYST (Ethnic Youth Support Team)";"";"Societal";"Wales"
"12364724";"Animal Aid";"";"Societal";"Wales"
"12364789";"Diabetes UK Cymru";"";"Societal";"Wales"
"12365242";"Asylorganisation Zürich";"";"Societal";"Schweiz"
"12364851";"Open Rights Group";"";"Societal";"Wales"
"12365166";"Schweizerischer Bäuerinnen- und Landfrauenverband";"";"Societal";"Schweiz"
"12365029";"Llyr Gruffydd";"Plaid Cymru";"Political";"Wales"
"12365423";"Mike Egger";"Schweizerische Volkspartei";"Political";"Schweiz"
"12365287";"Universität Bern";"";"Societal";"Schweiz"
"12365273";"Swiss Cycling";"";"Societal";"Schweiz"
"12365258";"DCAF - Geneva Centre for Security Sector Governance";"";"Societal";"Schweiz"
"12365510";"Nadine Masshardt";"Sozialdemokratische Partei";"Political";"Schweiz"
"12364972";"The Barry & District News";"";"Media";"Wales"
"12365559";"Sidney Kamerzin";"Die Mitte";"Political";"Schweiz"
"12365012";"Jayne Bryant";"Welsh Labour";"Political";"Wales"
"12364793";"Displaced People in Action (DPIA)";"";"Societal";"Wales"
"12365058";"Gwlad";"";"Political";"Wales"
"12365529";"Susanne Vincenz-Stauffacher";"FDP Die Liberalen";"Political";"Schweiz"
"12365023";"Heledd Fychan";"Plaid Cymru";"Political";"Wales"
"12365020";"Rebecca Evans";"Welsh Labour; Welsh Labour";"Political";"Wales"
"12365526";"Michael Töngi";"Grüne";"Political";"Schweiz"
"12364837";"Merched y Wawr";"";"Societal";"Wales"
"12365324";"Schweizer Familie";"";"Media";"Schweiz"
"12365043";"Rhianon Passmore";"Welsh Labour and Co-operative Party";"Political";"Wales"
"12365025";"Vaughan Gething";"Welsh Labour and Co-operative Party; Welsh Labour and Co-operative Party";"Political";"Wales"
"12364876";"Save the Children Cymru";"";"Societal";"Wales"
"12364941";"Welsh Gymnastics";"";"Societal";"Wales"
"12364902";"The Wallich";"";"Societal";"Wales"
"12365456";"Esther Friedli";"Schweizerische Volkspartei";"Political";"Schweiz"
"12365279";"Swiss Badminton";"";"Societal";"Schweiz"
"12365126";"Swisscleantech";"";"Societal";"Schweiz"
"12365393";"Samira Marti";"Sozialdemokratische Partei";"Political";"Schweiz"
"12364979";"Penarth Times";"";"Media";"Wales"
"12365092";"Vegane Gesellschaft Schweiz";"";"Societal";"Schweiz"
"12365038";"Jeremy Miles";"Welsh Labour and Co-operative Party; Welsh Labour and Co-operative Party";"Political";"Wales"
"12365032";"Vikki Howells";"Welsh Labour";"Political";"Wales"
"12365030";"Siân Gwenllian";"Plaid Cymru";"Political";"Wales"
"12364938";"Welsh Athletics";"";"Societal";"Wales"
"12364756";"Cathy Owen";"";"Societal";"Wales"
"12365007";"Rhys ab Owen";"";"Political";"Wales"
"12365039";"Darren Millar";"Welsh Conservative Party";"Political";"Wales"
"12365014";"Hefin David";"Welsh Labour";"Political";"Wales"
"12365304";"Schweizerischer Gehörlosenbund";"";"Societal";"Schweiz"
"12365010";"Hannah Blythyn";"Welsh Labour; Welsh Labour";"Political";"Wales"
"12364813";"Greyhound Rescue Wales";"";"Societal";"Wales"
"12364914";"Unison";"";"Societal";"Wales"
"12364821";"Hospice of the Valleys";"";"Societal";"Wales"
"12364801";"FBU";"";"Societal";"Wales"
"12365274";"Swiss Volley";"";"Societal";"Schweiz"
"12365035";"Joel James";"Welsh Conservative Party";"Political";"Wales"
"12364917";"USDAW";"";"Societal";"Wales"
"12365046";"Sam Rowlands";"Welsh Conservative Party";"Political";"Wales"
"12365432";"Anna Giacometti";"FDP Die Liberalen";"Political";"Schweiz"
"12365215";"Pink Cross";"";"Societal";"Schweiz"
"12365107";"Schweizerischer Gewerkschaftsbund (SGB)";"";"Societal";"Schweiz"
"12365189";"Stiftung Landschaftsschutz Schweiz";"";"Societal";"Schweiz"
"12365158";"Swissfilms";"";"Societal";"Schweiz"
"12365457";"Andrea Gmür-Schäneberger";"Die Mitte";"Political";"Schweiz"
"12364990";"Wales247";"";"Media";"Wales"
"12364806";"Friends of the Earth Cymru";"";"Societal";"Wales"
"12364891";"Tearfund Cymru";"";"Societal";"Wales"
"12365003";"Julie James";"Welsh Labour; Welsh Labour";"Political";"Wales"
"12365501";"Barbara Gysi";"Sozialdemokratische Partei";"Political";"Schweiz"
"12365257";"Foraus";"";"Societal";"Schweiz"
"12365157";"Interkulturelle Bibliothek";"";"Societal";"Schweiz"
"12364767";"Coleg Cymraeg Cenedlaethol";"";"Societal";"Wales"
"12365001";"Communist Party of Britain";"";"Political";"Wales"
"12364824";"Internet Watch Foundation (IWF)";"";"Societal";"Wales"
"12364939";"Welsh Centre for International Affairs";"";"Societal";"Wales"
"12365066";"Welsh Young Liberals";"Welsh Liberal Democrats";"Political";"Wales"
"12365236";"Pro Senectute";"";"Societal";"Schweiz"
"12365308";"Spitex Verband Schweiz";"";"Societal";"Schweiz"
"12364918";"Valleys Kids";"";"Societal";"Wales"
"12364794";"Dolen Cymru (The Wales Lesotho Link)";"";"Societal";"Wales"
"12364923";"Wales Council for Voluntary Action";"";"Societal";"Wales"
"12365444";"Franziska Ryser";"Grüne";"Political";"Schweiz"
"12364739";"British Heart Foundation Cymru";"";"Societal";"Wales"
"12365493";"Yvonne Bürgin";"Die Mitte";"Political";"Schweiz"
"12365146";"Schweizerischer Nationalfonds";"";"Societal";"Schweiz"
"12365438";"David Roth";"Sozialdemokratische Partei";"Political";"Schweiz"
"12364720";"Aberystwyth University";"";"Societal";"Wales"
"12365354";"Schweizer LandLiebe";"";"Media";"Schweiz"
"12364858";"Principality Building Society";"";"Societal";"Wales"
"12364898";"The National Library of Wales";"";"Societal";"Wales"
"12364940";"Welsh Cycling";"";"Societal";"Wales"
"12365065";"Plaid Ifanc";"Plaid Cymru";"Political";"Wales"
"12364832";"Literature Wales";"";"Societal";"Wales"
"12364980";"Calon FM";"";"Media";"Wales"
"12364836";"Menter Iaith";"";"Societal";"Wales"
"12364931";"Wales Millennium Centre";"";"Societal";"Wales"
"12365204";"Terre des hommes - Hilfe für Kinder in Not";"";"Societal";"Schweiz"
"12364826";"Keep Wales Tidy";"";"Societal";"Wales"
"12364890";"Swim Wales";"";"Societal";"Wales"
"12364884";"Sport Wales";"";"Societal";"Wales"
"12364936";"Wales Veterans Partnership";"";"Societal";"Wales"
"12365222";"FIZ Advocacy and Support for Migrant Women and Victims of Trafficking";"";"Societal";"Schweiz"
"12365085";"Wildtierschutz Schweiz";"";"Societal";"Schweiz"
"12364907";"Theatr Genedlaethol Cymru";"";"Societal";"Wales"
"12365445";"Regine Sauter";"FDP Die Liberalen";"Political";"Schweiz"
"12364848";"NEU";"";"Societal";"Wales"
"12364780";"Cymdeithas Ddysgedig Cymru";"";"Societal";"Wales"
"12364731";"BECTU";"";"Societal";"Wales"
"12365149";"AdS - AutorInnen/Auteurs/Autrici der Schweiz/de Suisse/de Svizzera";"";"Societal";"Schweiz"
"12365123";"Schweizerische Stiftung für Konsumentenschutz";"";"Societal";"Schweiz"
"12364727";"BALPA";"";"Societal";"Wales"
"12365581";"Partei der Arbeit Schweiz";"";"Political";"Schweiz"
"12365103";"Syna";"";"Societal";"Schweiz"
"12365151";"Schweizerische Stiftung für die Photographie";"";"Societal";"Schweiz"
"12364771";"Community Foundation in Wales";"";"Societal";"Wales"
"12364747";"Bwrdd Iechyd Prifysgol Powys";"";"Societal";"Wales"
"12365004";"Elin Jones";"Plaid Cymru; Plaid Cymru";"Political";"Wales"
"12364728";"Barnardo's Cymru";"";"Societal";"Wales"
"12364910";"Tros Gynnal Plant";"";"Societal";"Wales"
"12365260";"Small Arms Survey";"";"Societal";"Schweiz"
"12365022";"Luke Fletcher";"Plaid Cymru";"Political";"Wales"
"12365538";"Manuela Weichelt";"Grüne";"Political";"Schweiz"
"12364746";"Bwrdd Iechyd Prifysgol Hywel Dda";"";"Societal";"Wales"
"12365512";"Andreas Meier";"Die Mitte";"Political";"Schweiz"
"12365118";"SIX Swiss Exchange";"";"Societal";"Schweiz"
"12364904";"The Welsh Historic Gardens Trust";"";"Societal";"Wales"
"12365143";"Zentrum Paul Klee (Paul Klee Center)";"";"Societal";"Schweiz"
"12365142";"Kunsthalle Zürich";"";"Societal";"Schweiz"
"12365586";"Junge EVP Schweiz";"Evangelische Volkspartei";"Political";"Schweiz"
"12364879";"Shelter Cymru";"";"Societal";"Wales"
"12365583";"Junge Mitte Schweiz";"Die Mitte";"Political";"Schweiz"
"12364850";"Older People’s Commissioner for Wales";"";"Societal";"Wales"
"12364854";"Prifysgol Abertawe";"";"Societal";"Wales"
"12365482";"Ensemble á Gauche";"";"Political";"Schweiz"
"12365400";"Marianne Maret";"Die Mitte";"Political";"Schweiz"
"12365277";"Pfadi Schweiz";"";"Societal";"Schweiz"
"12365564";"Paolo Pamini";"Schweizerische Volkspartei";"Political";"Schweiz"
"12364755";"Care and Social Services Inspectorate Wales (CSSIW)";"";"Societal";"Wales"
"12365381";"LargeNetwork";"";"Media";"Schweiz"
"12365300";"Schweizerische Alzheimervereinigung";"";"Societal";"Schweiz"
"12365047";"Ken Skates";"Welsh Labour";"Political";"Wales"
"12365307";"PharmaSuisse – Schweizerischer Apothekerverband";"";"Societal";"Schweiz"
"12364948";"Which?";"";"Societal";"Wales"
"12365373";"Finanz und Wirtschaft";"";"Media";"Schweiz"
"12365116";"Swiss Finance Institute";"";"Societal";"Schweiz"
"12365104";"hotelleriesuisse";"";"Societal";"Schweiz"
"12365077";"SwissCognitive";"";"Societal";"Schweiz"
"12365021";"Janet Finch-Saunders";"Welsh Conservative Party";"Political";"Wales"
"12365240";"Schweizerische Stiftung für die Familie";"";"Societal";"Schweiz"
"12364993";"Planet: The Welsh Internationalist";"";"Media";"Wales"
"12364748";"Bwrdd Iechyd Prifysgol Swansea Bay";"";"Societal";"Wales"
"12364933";"Wales PEN Cymru";"";"Societal";"Wales"
"12364744";"Bwrdd Iechyd Prifysgol Caerdydd a'r Fro";"";"Societal";"Wales"
"12364823";"Institute of Welsh Affairs";"";"Societal";"Wales"
"12365100";"Swiss Society of Engineers and Architects (SIA)";"";"Societal";"Schweiz"
"12365375";"Star TV";"";"Media";"Schweiz"
"12365099";"Société Suisse des Entrepreneurs (SSE)";"";"Societal";"Schweiz"
"12364856";"Prifysgol Caerdydd";"";"Societal";"Wales"
"12365217";"InterAction Schweiz";"";"Societal";"Schweiz"
"12365251";"Föderation Islamischer Dachorganisationen in der Schweiz";"";"Societal";"Schweiz"
"12365473";"Jakob Stark";"Schweizerische Volkspartei";"Political";"Schweiz"
"12364822";"Innovate UK";"";"Societal";"Wales"
"12365464";"Tiana Angelina Moser";"Grünliberale Partei";"Political";"Schweiz"
"12365239";"Winterhilfe Schweiz";"";"Societal";"Schweiz"
"12365017";"Paul Davies";"Welsh Conservative Party";"Political";"Wales"
"12365573";"Priska Wismer-Felder";"Die Mitte";"Political";"Schweiz"
"12365392";"Philipp Kutter";"Die Mitte";"Political";"Schweiz"
"12365246";"Bruno Manser Fonds";"";"Societal";"Schweiz"
"12365395";"Benjamin Roduit";"Die Mitte";"Political";"Schweiz"
"12365112";"Schweizerischer Baumeisterverband (SBV)";"";"Societal";"Schweiz"
"12364942";"Welsh Judo Association";"";"Societal";"Wales"
"12365345";"La Télé";"";"Media";"Schweiz"
"12365229";"cfd - Das Centrum für Demokratie Aarau";"";"Societal";"Schweiz"
"12365180";"Swissolar";"";"Societal";"Schweiz"
"12365227";"Dachverband Regenbogenfamilien";"";"Societal";"Schweiz"
"12365248";"Transparency International Schweiz";"";"Societal";"Schweiz"
"12365223";"Schweizerische Beobachtungsstelle für Asyl- und Ausländerrecht";"";"Societal";"Schweiz"
"12365128";"Swiss Pedestrian Association";"";"Societal";"Schweiz"
"12364733";"Bevan Foundation";"";"Societal";"Wales"
"12364734";"Big Lottery Fund Wales";"";"Societal";"Wales"
"12364991";"Radio Cardiff";"";"Media";"Wales"
"12365268";"Schweizerischer Fussballverband";"";"Societal";"Schweiz"
"12365309";"VASOS / FARES";"";"Societal";"Schweiz"
"12365031";"Mike Hedges";"Welsh Labour and Co-operative Party";"Political";"Wales"
"12364753";"Cardiff Third Sector Council (C3SC)";"";"Societal";"Wales"
"12364788";"Development Bank of Wales";"";"Societal";"Wales"
"12365568";"Barbara Schaffner";"Grünliberale Partei";"Political";"Schweiz"
"12365041";"Lynne Neagle";"Welsh Labour; Welsh Labour and Co-operative Party";"Political";"Wales"
"12364842";"NASUWT";"";"Societal";"Wales"
"12351838";"Le Journal du Dimanche";"";"Media";"France"
"12351452";"École des hautes études en sciences sociales";"";"Societal";"France"
"12351478";"European Pressphoto Agency (EPA) France";"";"Media";"France"
"12351687";"Mme Huguette Tiegna";"Renaissance";"Political";"France"
"12351791";"La Croix";"";"Media";"France"
"12351311";"Challenges";"";"Media";"France"
"12351142";"Alternatives Économiques";"";"Media";"France"
"12351288";"Caroline ROOSE";"";"Political";"France"
"12351047";"Valérie HAYER";"";"Political";"France"
"12352375";" Guillaume Vuilletet";"Renaissance";"Political";"France"
"12351416";"Mme Nadège Abomangoli";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351973";"Mounir SATOURI";"";"Political";"France"
"12351342";"Mme Mireille Clapot";"Renaissance";"Political";"France"
"12351485";"Elsa Schalck";"Les Républicains";"Political";"France"
"12352299";"CFTC";"";"Societal";"France"
"12351864";"Libération";"";"Media";"France"
"12352212";"Samantha Cazebonne";"Rassemblement des démocrates, progressistes et indépendants";"Political";"France"
"12352312";"The Local France";"";"Media";"France"
"12351153";"André Guiol";"Rassemblement Démocratique et Social Européen";"Political";"France"
"12351442";"Sabine Drexler";"Les Républicains";"Political";"France"
"12351250";"M. Éric Bothorel";"Renaissance";"Political";"France"
"12351372";"Corinne Narassiguin";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351497";"Mme Fabienne Colboc";"Renaissance";"Political";"France"
"12351863";"L'Express";"";"Media";"France"
"12351989";"Nadine Bellurot";"Les Républicains";"Political";"France"
"12352256";"Slate.fr";"";"Media";"France"
"12351450";"Canal+ L'Effet Papillon";"";"Media";"France"
"12351712";"Mme Isabelle Valentin";"Les Républicains";"Political";"France"
"12352144";"Première Urgence Internationale";"";"Societal";"France"
"12352150";" Pieyre-Alexandre Anglade";"Renaissance";"Political";"France"
"12351673";"Handicap International";"";"Societal";"France"
"12352311";"The Conversation France";"";"Media";"France"
"12352363";"Vigilance OGM 33";"";"Societal";"France"
"12351734";"M. Jean Terlier";"Renaissance";"Political";"France"
"12351543";"Fédération Française de Handball";"";"Societal";"France"
"12352105";"Mme Perrine Goulet";"Démocrate (Modem et Indépendants)";"Political";"France"
